Rank;Player Tag;Player Name;Total Earnings;Country;Primary Game;Game Earnings;Earnings Percentage;Player Profile Link;Title;Name;Date of Birth;Age;Country Ranking;Total Prize Money Earned;Alternate IDs;Player;Total_2023;Total_2022;Total_2021;Total_2020;Total_2019;Total_2018;Total_2017;Total_2016;Total_2015;Total_2014;Total_2013;Total_2012;Total_2011;Total_2010;Total_2009;Total_2008;Total_2007;Total_2006;Total_2005;Total_2004;Total_2003;Total_2002;Total_2001
328;sh1ro;Dmitry Sokolov;$629,100.59;Russian Federation;Counter-Strike: Global Offensive;$628,100.59;99.84%;https://www.esportsearnings.com/players/63706-sh1ro-dmitry-sokolov;"Run ""Beizhai"" Ma - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player";Run, Ma(吗润);March 1, 2002;21;#75;$622,162.21From 21 Tournaments;Beizhai, 北斋;sh1ro Dmitry Sokolov;$106,633.33;$96,600.00;$336,897.08;$74,255.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;sjuush;Rasmus Beck;$626,663.09;Denmark;Counter-Strike: Global Offensive;$617,163.09;98.48%;https://www.esportsearnings.com/players/43114-sjuush-rasmus-beck;"Vladislav ""nafany"" Gorshkov - Counter-Strike 2 Player";Vladislav Gorshkov(Владислав Горшков);June 15, 2001;22;#21;$621,533.92From 72 Tournaments;nafany;sjuush Rasmus Beck;$155,500.00;$169,500.00;$108,150.00;$128,700.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;GeT_RiGhT;Christopher Alesund;$625,971.76;Sweden;Counter-Strike: Global Offensive;$522,015.39;83.39%;https://www.esportsearnings.com/players/1492-get-right-christopher-alesund;"Xiong ""pyw"" Jiahan - Dota 2 Player";Xiong, Jiahan(熊家晗);October 28, 1994;29;#76;$619,322.32From 45 Tournaments;pyw, Tank;GeT_RiGhT Christopher Alesund;0;0;0;0;0;$69,200.00;$72,876.67;$137,650.00;$60,869.45;$57,500.17;$48,371.69;$21,225.88;$19,389.82;$27,529.68;$40,028.85;$6,569.70;0;0;0;0;0;0;0
331;pashaBiceps;Jarosław Jarząbkowski;$625,065.15;Poland;Counter-Strike: Global Offensive;$578,384.06;92.53%;https://www.esportsearnings.com/players/1488-pashabiceps-jaroslaw-jarzabkowski;"Aydan ""Aydan"" Conrad - Call of Duty Player";Aydan Conrad;April 25, 1999;24;#48;$618,953.36From 176 Tournaments;Aydan, AydanC, Ghost Aydan;pashaBiceps Jarosław Jarząbkowski;0;0;0;0;0;0;$178,364.88;$186,777.64;$103,499.06;$45,026.73;0;$13,886.66;$22,038.71;$10,704.40;$1,774.05;0;0;0;0;0;0;0;0
332;Kjaerbye;Markus Kjærbye;$624,896.93;Denmark;Counter-Strike: Global Offensive;$623,296.93;99.74%;https://www.esportsearnings.com/players/10736-kjaerbye-markus-kjaerbye;"Casper ""cadiaN"" Møller - Counter-Strike 2 Player";Casper Møller;June 26, 1995;28;#17;$618,245.73From 117 Tournaments;cadiaN, Cadian, cadiii;Kjaerbye Markus Kjærbye;0;0;0;0;0;$81,800.00;$291,933.33;$145,554.20;$22,709.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;Caps;Rasmus Borregaard Winther;$624,034.69;Denmark;League of Legends;$624,034.69;100.00%;https://www.esportsearnings.com/players/12466-caps-rasmus-borregaard-winther;"Preston ""Prestinni"" Sanderson - Call of Duty Player";Preston Sanderson;<unknown>;0;#49;$617,973.43From 36 Tournaments;Prestinni;Caps Rasmus Borregaard Winther;0;0;0;$76,820.00;$176,991.27;$203,296.88;$53,174.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
334;Even;Zheng, Pengfei;$623,464.03;China;CrossFire;$623,464.03;100.00%;https://www.esportsearnings.com/players/10244-even-zheng-pengfei;"Kang ""Taemin"" Tae Min - PUBG Player";Kang, Tae Min;November 6, 1998;25;#28;$616,468.84From 25 Tournaments;Taemin;Even Zheng, Pengfei;$164,049.46;$148,356.00;$88,392.21;0;0;0;0;$40,621.29;0;$38,713.30;$22,494.55;$5,240.21;$5,000.00;0;0;0;0;0;0;0;0;0;0
335;Aydan;Aydan Conrad;$622,936.69;United States;Call of Duty: Warzone;$386,795.03;62.09%;https://www.esportsearnings.com/players/51619-aydan-conrad;"Kim ""Febby"" Yong Min - Dota 2 Player";Kim, Yong Min(김용민);February 19, 1993;30;#29;$616,244.35From 46 Tournaments;Febby;Aydan Aydan Conrad;0;0;$228,869.43;$124,170.84;$90,733.33;$90,900.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
336;Beizhai;Run, Ma;$622,162.21;China;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$622,162.21;100.00%;https://www.esportsearnings.com/players/69523-beizhai-run-ma;"Na ""Inonix"" Hee Joo - PUBG Player";Na, Hee Joo(나희주);October 1, 1996;27;#30;$615,640.91From 41 Tournaments;Inonix;Beizhai Run, Ma;$114,461.86;0;$286,697.50;$152,175.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
337;nafany;Vladislav Gorshkov;$621,533.92;Russian Federation;Counter-Strike: Global Offensive;$608,833.92;97.96%;https://www.esportsearnings.com/players/48581-nafany-vladislav-gorshkov;"Thomas ""Tommey"" Trewren - Call of Duty Player";Thomas Trewren;September 7, 1992;31;#8;$612,049.24From 233 Tournaments;100T Tommey, apeX Tommey, doubleT, Epsilon Tommey, M TOMMEY, Tommey;nafany Vladislav Gorshkov;$99,066.67;$96,600.00;$336,897.08;$74,255.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;NoFear;Yang, Tao;$619,904.59;China;Arena of Valor;$619,904.59;100.00%;https://www.esportsearnings.com/players/89916-nofear-yang-tao;"Jean Pierre ""Chris Luck"" Gonzales - Dota 2 Player";Jean Pierre Gonzales;October 20, 1997;26;#1;$610,514.54From 48 Tournaments;C. smile <, C.smile <, Chris Brown, slowtrack;NoFear Yang, Tao;0;0;$286,601.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;pyw;Xiong, Jiahan;$619,322.32;China;Dota 2;$619,322.32;100.00%;https://www.esportsearnings.com/players/44128-pyw-xiong-jiahan;"Christiaan ""chrisJ"" de Jong - CS:GO Player";Christiaan Willem George de Jong;May 25, 1990;33;#5;$608,724.32From 152 Tournaments;chrisJ;pyw Xiong, Jiahan;0;0;$319,966.15;$62,913.20;$86,868.86;$88,772.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;JiuKu;Wang, Tao;$619,243.61;China;Arena of Valor;$619,243.61;100.00%;https://www.esportsearnings.com/players/90009-jiuku-wang-tao;"Jordan ""Reps"" Wolfe - Apex Legends Player";Jordan Wolfe;April 23, 1995;28;#50;$607,392.99From 96 Tournaments;fpsreps, Reps;JiuKu Wang, Tao;0;0;$286,601.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;cadiaN;Casper Møller;$618,245.73;Denmark;Counter-Strike: Global Offensive;$614,245.73;99.35%;https://www.esportsearnings.com/players/5034-cadian-casper-moller;"Adrián ""Wisper"" Dobles - Dota 2 Player";Adrián Céspedes Dobles;September 3, 2001;22;#1;$607,047.87From 46 Tournaments;Wisper;cadiaN Casper Møller;$150,000.00;$169,500.00;$114,850.00;$77,100.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;Prestinni;Preston Sanderson;$617,973.43;United States;Call of Duty: Black Ops 4;$317,975.00;51.45%;https://www.esportsearnings.com/players/31871-prestinni-preston-sanderson;"Ma ""ShenRen"" Tengfei - Arena of Valor Player";Ma, Tengfei;<unknown>;0;#77;$606,109.73From 13 Tournaments;ShenRen, 神人;Prestinni Preston Sanderson;0;0;0;$142,000.00;$305,875.00;$67,873.43;$82,375.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;Taemin;Kang, Tae Min;$616,468.84;Korea, Republic of;PLAYERUNKNOWN’S BATTLEGROUNDS;$616,468.84;100.00%;https://www.esportsearnings.com/players/43849-taemin-kang-tae-min;"Bryan ""Apathy"" Zhelyazkov - Call of Duty Player";Bryan Zhelyazkov;April 15, 1994;29;#51;$604,618.93From 75 Tournaments;Apathy, APATHY sB, Liquid_Apathy, wiryyyyy;Taemin Kang, Tae Min;0;0;0;0;$552,176.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;Febby;Kim, Yong Min;$616,244.35;Korea, Republic of;Dota 2;$616,244.35;100.00%;https://www.esportsearnings.com/players/4885-febby-kim-yong-min;"Aleksei ""Qikert"" Golubev - Counter-Strike 2 Player";Aleksei Golubev(Алексей Голубев);January 1, 1999;24;#2;$604,554.13From 102 Tournaments;Qikert, qikert, trekiq;Febby Kim, Yong Min;0;0;0;0;0;0;0;$347,239.65;$179,325.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;Tommey;Thomas Trewren;$612,049.28;United Kingdom;Call of Duty: Warzone;$399,313.67;65.24%;https://www.esportsearnings.com/players/3799-tommey-thomas-trewren;"He ""Inflame"" Yongzheng - Dota 2 Player";He, Yongzheng(何雍正);December 22, 1992;30;#78;$601,854.15From 26 Tournaments;Inflame;Tommey Thomas Trewren;0;0;$282,603.15;$106,696.14;0;0;0;$39,777.94;0;0;0;0;$18,823.06;0;0;0;0;0;0;0;0;0;0
346;Chris Luck;Jean Pierre Gonzales;$610,514.54;Peru;Dota 2;$610,514.54;100.00%;https://www.esportsearnings.com/players/52441-chris-luck-jean-pierre-gonzales;"- ""Mugi"" - - Clash Royale Player";- -;February 3, 2004;19;#3;$599,418.88From 23 Tournaments;Mugi;Chris Luck Jean Pierre Gonzales;$126,352.20;$132,625.27;$134,910.00;0;$196,450.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;chrisJ;Christiaan de Jong;$608,724.32;Netherlands;Counter-Strike: Global Offensive;$608,248.79;99.92%;https://www.esportsearnings.com/players/3951-chrisj-christiaan-de-jong;"Luo ""Ferrari_430"" Feichi - Dota 2 Player";Luo, Feichi(骆非池);February 14, 1990;33;#79;$597,877.06From 72 Tournaments;430, CCM.430.CN, Deity.Ferrari, iG.430.Z, iG.Ferrari_430, ToTeam^Ferrari;chrisJ Christiaan de Jong;0;0;0;$62,700.00;$175,458.04;$181,379.60;$85,304.40;$61,377.99;$21,228.70;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;Reps;Jordan Wolfe;$607,392.99;United States;Apex Legends;$606,042.99;99.78%;https://www.esportsearnings.com/players/52436-reps-jordan-wolfe;"Dillon ""Attach"" Price - Call of Duty Player";Dillon Price;January 4, 1997;26;#52;$596,648.35From 104 Tournaments;ATT4CH, Attach, Attach Vs, FaZe ATT4CH, No-Attachment;Reps Jordan Wolfe;$361,100.00;$97,083.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
349;Wisper;Adrián Dobles;$607,047.87;Bolivia;Dota 2;$607,047.87;100.00%;https://www.esportsearnings.com/players/55842-wisper-adrian-dobles;"Zheng ""Even"" Pengfei - CrossFire Player";Zheng, Pengfei(郑鹏飞);May 7, 1993;30;#80;$596,635.25From 47 Tournaments;Even;Wisper Adrián Dobles;$126,352.20;$132,625.27;$134,910.00;0;$196,450.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;ShenRen;Ma, Tengfei;$606,346.53;China;Arena of Valor;$606,346.53;100.00%;https://www.esportsearnings.com/players/89890-shenren-ma-tengfei;"Zhou ""ZpYan1"" Pinyan - PUBG Player";Zhou, Pinyan(周品言);July 18, 2001;22;#81;$595,513.25From 36 Tournaments;ZpYan1;ShenRen Ma, Tengfei;0;0;0;$491,368.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;ZQ;Zhang, Qian;$604,953.12;China;CrossFire;$604,953.12;100.00%;https://www.esportsearnings.com/players/34750-zq-zhang-qian;"Zhang ""ZQ"" Qian - CrossFire Player";Zhang, Qian(张签);April 24, 1996;27;#82;$595,331.67From 41 Tournaments;Beloved, Chǒng'ér, Chonger, darling, ZQ, 宠儿;ZQ Zhang, Qian;$164,049.46;$148,356.00;$88,392.21;$62,635.45;0;0;0;0;$20,523.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;Apathy;Bryan Zhelyazkov;$604,618.93;United States;Call of Duty: Black Ops III;$228,332.50;37.76%;https://www.esportsearnings.com/players/5290-apathy-bryan-zhelyazkov;"Jiang ""FengJie"" Longhui - Arena of Valor Player";Jiang, Longhui(蒋隆辉);<unknown>;0;#83;$595,299.73From 7 Tournaments;FengJie;Apathy Bryan Zhelyazkov;0;0;0;0;0;$170,250.00;$98,750.00;$228,332.50;0;$39,030.00;0;0;$5,000.00;0;0;0;0;0;0;0;0;0;0
353;Qikert;Aleksei Golubev;$604,554.13;Kazakhstan;Counter-Strike: Global Offensive;$604,154.13;99.93%;https://www.esportsearnings.com/players/39608-qikert-aleksei-golubev;"Zack ""Drazah"" Jordan - Call of Duty Player";Zack Jordan;<unknown>;0;#53;$595,025.00From 40 Tournaments;Drazah;Qikert Aleksei Golubev;0;$148,750.00;$108,000.00;$128,100.00;$100,716.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;Inflame;He, Yongzheng;$601,854.15;China;Dota 2;$601,854.15;100.00%;https://www.esportsearnings.com/players/10074-inflame-he-yongzheng;"Kim ""QO"" Sunyeob - Dota 2 Player";Kim, Sunyeob(김선엽);September 22, 1993;30;#31;$591,322.79From 41 Tournaments;QO;Inflame He, Yongzheng;0;0;0;0;0;0;$554,487.54;0;$22,905.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
355;Mugi;- -;$599,418.88;Japan;Clash Royale;$599,418.88;100.00%;https://www.esportsearnings.com/players/109867-mugi-;"Pyo ""MP"" Noah - Dota 2 Player";Pyo, Noah(표노아);April 16, 1994;29;#32;$591,176.77From 46 Tournaments;M.P, MP;Mugi - -;$275,250.00;$89,800.00;$216,035.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
356;Ferrari_430;Luo, Feichi;$597,877.06;China;Dota 2;$573,874.45;95.99%;https://www.esportsearnings.com/players/2597-ferrari-430-luo-feichi;"Jung ""Impact"" Eon Yeong - League of Legends Player";Jung, Eon Yeong(정언영);March 7, 1995;28;#33;$591,074.73From 41 Tournaments;C9 Impact, eonyoung, IIlIIllIlII, Impact, Painsimpact, SKT T1 Impact, Storm Impact, TiP Impact;Ferrari_430 Luo, Feichi;0;0;0;0;0;0;0;0;$117,074.11;$186,539.50;$35,026.69;$218,219.79;$15,337.45;$2,727.39;0;0;0;0;0;0;0;0;0
357;XuanRan;Liu, Ming;$597,762.66;China;Arena of Valor;$597,762.66;100.00%;https://www.esportsearnings.com/players/134344-xuanran-liu-ming;"Zhou ""QianShi"" Kuan - Arena of Valor Player";Zhou, Kuan(周宽);October 22, 2000;23;#84;$590,433.30From 14 Tournaments;QianShi, 千世;XuanRan Liu, Ming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;Attach;Dillon Price;$596,648.35;United States;Call of Duty: Advanced Warfare;$145,954.50;24.46%;https://www.esportsearnings.com/players/12812-attach-dillon-price;"Alex ""Neeb"" Sunderhaft - StarCraft II Player";Alex Sunderhaft;February 17, 1998;25;#54;$589,720.96From 227 Tournaments;Neeb;Attach Dillon Price;0;0;$102,500.00;$55,808.33;0;$90,000.00;$68,000.00;$39,312.50;$144,167.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;ZpYan1;Zhou, Pinyan;$596,213.25;China;PLAYERUNKNOWN’S BATTLEGROUNDS;$596,213.25;100.00%;https://www.esportsearnings.com/players/71468-zpyan1-zhou-pinyan;"Nicolas ""Nicolas99FC"" Villalba - EA Sports FC 24 Player";Nicolas Villalba;October 23, 1999;24;#2;$589,103.33From 36 Tournaments;Nicolas99FC;ZpYan1 Zhou, Pinyan;0;$152,698.49;$389,940.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;FengJie;Jiang, Longhui;$595,426.91;China;Arena of Valor;$595,426.91;100.00%;https://www.esportsearnings.com/players/102883-fengjie-jiang-longhui;"Donovan ""TekKz"" Hunt - FIFA Player";Donovan Hunt;June 2, 2002;21;#9;$586,725.24From 47 Tournaments;DhTekKz, F2TekKz;FengJie Jiang, Longhui;0;$557,549.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;Drazah;Zack Jordan;$595,025.00;United States;Call of Duty: Vanguard;$398,750.00;67.01%;https://www.esportsearnings.com/players/76978-drazah-zack-jordan;"Khoo ""Ohaiyo"" Chong Xin - Dota 2 Player";Khoo, Chong Xin(邱宗星);March 31, 1993;30;#9;$585,946.52From 70 Tournaments;Ohaiyo;Drazah Zack Jordan;$91,500.00;$388,500.00;0;$67,400.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;QO;Kim, Sunyeob;$591,322.79;Korea, Republic of;Dota 2;$591,322.79;100.00%;https://www.esportsearnings.com/players/4888-qo-kim-sunyeob;"Luka ""PerkZ"" Perković - League of Legends Player";Luka Perković;September 30, 1998;25;#1;$585,736.60From 33 Tournaments;G2 P3rkz, PerkZ, th dog3;QO Kim, Sunyeob;0;0;0;0;0;0;0;$347,826.09;$193,630.02;$20,503.24;0;0;0;0;0;0;0;0;0;0;0;0;0
363;MP;Pyo, Noah;$591,176.77;Korea, Republic of;Dota 2;$591,176.77;100.00%;https://www.esportsearnings.com/players/4883-mp-pyo-noah;"Li ""Nannnnn"" Nanjiang - PUBG Player";Li, Nanjiang(黎南江);October 7, 2000;23;#85;$585,332.20From 34 Tournaments;Nannnn, Nannnnn;MP Pyo, Noah;0;0;0;0;0;0;$119,063.80;$351,489.65;$33,887.85;0;$19,577.55;0;0;0;0;0;0;0;0;0;0;0;0
364;Impact;Jung, Eon Yeong;$591,074.73;Korea, Republic of;League of Legends;$591,074.73;100.00%;https://www.esportsearnings.com/players/2762-impact-jung-eon-yeong;"Steven ""StingeR"" Vargas - Dota 2 Player";Steven Vargas;December 4, 1996;27;#2;$585,006.02From 69 Tournaments;BanG, StingeR, stingeR, XstiNgerX;Impact Jung, Eon Yeong;0;0;0;0;$91,012.50;$81,446.00;$51,909.13;$44,726.67;0;$31,728.61;$219,860.22;0;0;0;0;0;0;0;0;0;0;0;0
365;QianShi;Zhou, Kuan;$590,669.22;China;Arena of Valor;$590,669.22;100.00%;https://www.esportsearnings.com/players/89892-qianshi-zhou-kuan;"Chen ""Ming"" Haoming - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player";Chen, Haoming(陈浩明);May 9, 2001;22;#86;$584,061.52From 21 Tournaments;Ming, mingskr, 明skr, 明皇;QianShi Zhou, Kuan;0;0;0;$491,368.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;Neeb;Alex Sunderhaft;$589,720.96;United States;StarCraft II;$589,644.76;99.99%;https://www.esportsearnings.com/players/3818-neeb-alex-sunderhaft;"Paweł ""byali"" Bieliński - CS:GO Player";Paweł Bieliński;April 30, 1994;29;#8;$583,489.51From 137 Tournaments;byali, Virtus.pro > byali;Neeb Alex Sunderhaft;0;0;0;0;$90,440.83;$126,079.50;$168,292.00;$93,626.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;Nicolas99FC;Nicolas Villalba;$589,103.33;Argentina;FIFA 19;$221,625.00;37.62%;https://www.esportsearnings.com/players/40762-nicolas99fc-nicolas-villalba;"Stephane ""Shaiiko"" Lebleu - Rainbow Six Siege Player";Stephane Lebleu;December 15, 1998;25;#9;$581,843.52From 44 Tournaments;Shaiiko;Nicolas99FC Nicolas Villalba;0;$190,000.00;0;0;$200,125.00;$89,500.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;Nannnnn;Li, Nanjiang;$588,832.20;China;PLAYERUNKNOWN’S BATTLEGROUNDS;$588,832.20;100.00%;https://www.esportsearnings.com/players/88011-nannnnn-li-nanjiang;"Gao ""Ning"" Zhen Ning - League of Legends Player";Gao, Zhen Ning(高振宁);<unknown>;0;#87;$581,739.94From 19 Tournaments;Ning;Nannnnn Li, Nanjiang;0;$124,971.49;$391,280.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;TekKz;Donovan Hunt;$586,725.24;United Kingdom;FIFA 19;$271,125.00;46.21%;https://www.esportsearnings.com/players/46805-tekkz-donovan-hunt;"Xia ""Hurt"" Shengqqin - Arena of Valor Player";Xia, Shengqqin(夏圣钦);January 28, 1997;26;#88;$580,365.74From 19 Tournaments;Hurt, 刺痛;TekKz Donovan Hunt;0;0;0;$90,705.56;$256,625.00;$99,000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;Ohaiyo;Khoo, Chong Xin;$586,016.52;Malaysia;Dota 2;$586,016.52;100.00%;https://www.esportsearnings.com/players/3641-ohaiyo-khoo-chong-xin;"Shi ""Ming"" Sen Ming - League of Legends Player";Shi, Sen Ming(史森明);December 22, 1998;24;#89;$580,139.79From 26 Tournaments;Ming;Ohaiyo Khoo, Chong Xin;0;0;0;0;0;0;0;$392,328.20;$61,862.78;$14,802.94;$65,609.10;0;0;0;0;0;0;0;0;0;0;0;0
371;PerkZ;Luka Perković;$585,736.60;Croatia;League of Legends;$585,736.60;100.00%;https://www.esportsearnings.com/players/8924-perkz-luka-perkovic;"Kang ""Solar"" Min Soo - StarCraft II Player";Kang, Min Soo(강민수);May 9, 1996;27;#34;$579,709.45From 712 Tournaments;BBatta, BBatta_Lt, Sola, Solar;PerkZ Luka Perković;0;0;0;$76,820.00;$176,991.27;$108,877.94;$133,350.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;StingeR;Steven Vargas;$585,006.02;Peru;Dota 2;$585,006.02;100.00%;https://www.esportsearnings.com/players/17616-stinger-steven-vargas;"Hung ""Karsa"" Hau-Hsuan - League of Legends Player";Hung, Hau-Hsuan(洪浩軒);February 14, 1997;26;#4;$575,459.59From 36 Tournaments;Karsa;StingeR Steven Vargas;0;$130,465.27;$134,910.00;0;$192,950.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373;Ming;Chen, Haoming;$584,061.52;China;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$583,027.44;99.82%;https://www.esportsearnings.com/players/69520-ming-chen-haoming;"Byun ""ByuN"" Hyun Woo - StarCraft II Player";Byun, Hyun Woo(변현우);May 8, 1993;30;#35;$575,414.70From 654 Tournaments;Bleach, Byun, ByunPrime, Campanella, GhostKingPrime, n.Die_DDONG, NEXExcrement, ZeNEXByun;Ming Chen, Haoming;$140,471.53;0;$272,280.58;$122,219.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
374;byali;Paweł Bieliński;$583,489.51;Poland;Counter-Strike: Global Offensive;$583,459.93;99.99%;https://www.esportsearnings.com/players/4997-byali-pawel-bielinski;"Park ""Viol2t"" Min Ki - Overwatch 2 Player";Park, Min Ki(박민기);<unknown>;0;#36;$570,820.25From 20 Tournaments;Viol2t;byali Paweł Bieliński;0;0;0;0;0;0;$178,364.88;$185,777.64;$103,521.69;$46,226.73;0;0;0;0;0;0;0;0;0;0;0;0;0
375;Shaiiko;Stephane Lebleu;$581,843.52;France;Rainbow Six Siege;$579,987.23;99.68%;https://www.esportsearnings.com/players/67272-shaiiko-stephane-lebleu;"Wang ""old chicken"" Zhiyong - Dota 2 Player";Wang, Zhiyong(王志勇);May 26, 1993;30;#90;$567,040.77From 47 Tournaments;oldchicken;Shaiiko Stephane Lebleu;$185,500.68;$249,011.66;0;$73,020.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
376;Ning;Gao, Zhenning;$581,739.94;China;League of Legends;$581,739.94;100.00%;https://www.esportsearnings.com/players/28734-ning-gao-zhenning;"Cooper ""Cooper"" Smith - Fortnite Player";Cooper Smith;January 7, 2007;16;#55;$565,355.00From 25 Tournaments;Cooper;Ning Gao, Zhenning;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;Hurt;Xia, Shengqqin;$581,507.86;China;Arena of Valor;$581,507.86;100.00%;https://www.esportsearnings.com/players/60418-hurt-xia-shengqqin;"Daniel ""Dubs"" Walsh - Fortnite Player";Daniel Paul Walsh;<unknown>;0;#56;$564,779.99From 88 Tournaments;FaZe Dubs, rZ Dubs;Hurt Xia, Shengqqin;0;$166,666.88;0;$92,347.98;$93,107.95;$76,551.21;$71,885.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
378;Solar;Kang, Min Soo;$580,259.45;Korea, Republic of;StarCraft II;$580,259.45;100.00%;https://www.esportsearnings.com/players/3657-solar-kang-min-soo;"Wang ""HS"" Yanwen - PUBG Player";Wang, Yanwen(王焱文);September 6, 1999;24;#91;$564,315.54From 29 Tournaments;HS, HSmm;Solar Kang, Min Soo;$91,899.10;0;0;0;0;0;$39,004.51;$83,911.77;$60,287.09;$42,371.58;0;0;0;0;0;0;0;0;0;0;0;0;0
379;Ming;Shi, Senming;$580,139.79;China;League of Legends;$580,139.79;100.00%;https://www.esportsearnings.com/players/28735-ming-shi-senming;"Wang ""Baolan"" Liu Yi - League of Legends Player";Wang, Liu Yi(王柳羿);<unknown>;0;#92;$563,367.89From 15 Tournaments;Baolan;Ming Shi, Senming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;ByuN;Byun, Hyun Woo;$576,364.70;Korea, Republic of;StarCraft II;$576,364.70;100.00%;https://www.esportsearnings.com/players/1017-byun-hyun-woo;"Lotan ""Spinx"" Giladi - Counter-Strike 2 Player";Lotan Giladi(לוטן גלעדי);September 13, 2000;23;#3;$562,718.33From 62 Tournaments;Spinx, Spinx100;ByuN Byun, Hyun Woo;0;0;0;0;0;0;$45,129.43;$304,611.36;0;0;0;$15,814.17;$11,999.00;0;0;0;0;0;0;0;0;0;0
381;Karsa;Hung, Hau-Hsuan;$575,459.59;Taiwan, Republic of China;League of Legends;$575,459.59;100.00%;https://www.esportsearnings.com/players/11154-karsa-hung-hau-hsuan;"Cédric ""RpK"" Guipouy - Counter-Strike 2 Player";Cédric Guipouy;August 12, 1989;34;#10;$562,077.41From 163 Tournaments;RpK;Karsa Hung, Hau-Hsuan;0;0;0;$157,128.01;0;$204,744.74;$75,829.28;$43,894.25;$27,501.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;Viol2t;Park, Min Ki;$570,820.25;Korea, Republic of;Overwatch;$349,567.86;61.24%;https://www.esportsearnings.com/players/50319-viol2t-park-min-ki;"Jacob ""JKnaps"" Knapman - Rocket League Player";Jacob Knapman;September 30, 1999;24;#13;$561,754.27From 139 Tournaments;J_Knaps;Viol2t Park, Min Ki;$101,966.67;$119,285.71;0;$171,777.78;$148,333.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;Cooper;Cooper Smith;$568,730.00;United States;Fortnite;$568,730.00;100.00%;https://www.esportsearnings.com/players/117421-cooper-smith;"Linus ""Limmp"" Blomdin - Dota 2 Player";Linus Blomdin;May 31, 1995;28;#19;$559,619.65From 104 Tournaments;Limmp;Cooper Cooper Smith;$562,170.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
